# KMCs    CPU time    Old energy    New energy     barrier  Total rate   time step    Sim time    Selec Ev   Init Topo    Sad Topo    Fin Topo
# **** ***********    **********   *********** ***********  **********  ********** *********** *********** *********** *********** ***********
   202  0.5625E+05    -2341.3038    -2340.9730      0.6665  0.2115E+10  0.5201E-09  0.1341E-06      816648      840447      423714      915855
   203  0.5627E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.5421E-12  0.1341E-06      726882      915855      423714      840447
   204  0.5628E+05    -2341.3038    -2340.9730      0.6665  0.2116E+10  0.5023E-09  0.1346E-06      816648      840447      423714      915855
   205  0.5630E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.1861E-11  0.1346E-06      726882      915855      423714      840447
   206  0.5631E+05    -2341.3038    -2340.9730      0.6665  0.2115E+10  0.1312E-09  0.1347E-06      816648      840447      423714      915855
   207  0.5634E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.5432E-11  0.1347E-06      726882      915855      423714      840447
   208  0.5636E+05    -2341.3038    -2340.9730      0.6665  0.2116E+10  0.2435E-09  0.1350E-06      816648      840447      423714      915855
   209  0.5637E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.3301E-11  0.1350E-06      726882      915855      423714      840447
   210  0.5638E+05    -2341.3038    -2340.9730      0.6665  0.2115E+10  0.5663E-09  0.1355E-06      816648      840447      423714      915855
   211  0.5639E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.7817E-11  0.1355E-06      726882      915855      423714      840447
   212  0.5640E+05    -2341.3038    -2340.9730      0.6665  0.2116E+10  0.3592E-09  0.1359E-06      816648      840447      423714      915855
   213  0.5645E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.4372E-11  0.1359E-06      726882      915855      423714      840447
   214  0.5647E+05    -2341.3038    -2340.9730      0.6665  0.2116E+10  0.5765E-10  0.1360E-06      816648      840447      423714      915855
   215  0.5648E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.8473E-13  0.1360E-06      726882      915855      423714      840447
   216  0.5649E+05    -2341.3038    -2340.9730      0.6665  0.2115E+10  0.3190E-10  0.1360E-06      816648      840447      423714      915855
   217  0.5650E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.1417E-10  0.1360E-06      726882      915855      423714      840447
   218  0.5651E+05    -2341.3038    -2340.9730      0.6665  0.2115E+10  0.4483E-09  0.1364E-06      816648      840447      423714      915855
   219  0.5653E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.1230E-10  0.1365E-06      726882      915855      423714      840447
   220  0.5655E+05    -2341.3038    -2340.9730      0.6665  0.2116E+10  0.1002E-08  0.1375E-06      816648      840447      423714      915855
   221  0.5658E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.7830E-11  0.1375E-06      726882      915855      423714      840447
   222  0.5659E+05    -2341.3038    -2340.9730      0.6665  0.2116E+10  0.4556E-09  0.1379E-06      816648      840447      423714      915855
   223  0.5660E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.7035E-11  0.1379E-06      726882      915855      423714      840447
   224  0.5661E+05    -2341.3038    -2340.9730      0.6665  0.2116E+10  0.5804E-09  0.1385E-06      816648      840447      423714      915855
   225  0.5663E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.4169E-11  0.1385E-06      726882      915855      423714      840447
   226  0.5664E+05    -2341.3038    -2340.9730      0.6665  0.2116E+10  0.8587E-09  0.1394E-06      816648      840447      423714      915855
   227  0.5665E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.8355E-11  0.1394E-06      726882      915855      423714      840447
   228  0.5667E+05    -2341.3038    -2340.9730      0.6665  0.2115E+10  0.2470E-09  0.1396E-06      816648      840447      423714      915855
   229  0.5668E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.5777E-11  0.1396E-06      726882      915855      423714      840447
   230  0.5669E+05    -2341.3038    -2340.9730      0.6665  0.2116E+10  0.1480E-09  0.1398E-06      816648      840447      423714      915855
   231  0.5670E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.1594E-11  0.1398E-06      726882      915855      423714      840447
   232  0.5671E+05    -2341.3038    -2340.9730      0.6665  0.2115E+10  0.4444E-09  0.1402E-06      816648      840447      423714      915855
   233  0.5674E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.4896E-11  0.1402E-06      726882      915855      423714      840447
   234  0.5676E+05    -2341.3038    -2340.9730      0.6665  0.2116E+10  0.7942E-09  0.1410E-06      816648      840447      423714      915855
   235  0.5677E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.1079E-10  0.1410E-06      726882      915855      423714      840447
   236  0.5678E+05    -2341.3038    -2340.9730      0.6665  0.2116E+10  0.1155E-09  0.1412E-06      816648      840447      423714      915855
   237  0.5679E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.2449E-10  0.1412E-06      726882      915855      423714      840447
   238  0.5680E+05    -2341.3038    -2340.9730      0.6665  0.2116E+10  0.2300E-09  0.1414E-06      816648      840447      423714      915855
   239  0.5681E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.2475E-11  0.1414E-06      726882      915855      423714      840447
   240  0.5683E+05    -2341.3038    -2340.9730      0.6665  0.2116E+10  0.2090E-09  0.1416E-06      816648      840447      423714      915855
   241  0.5684E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.7736E-11  0.1416E-06      726882      915855      423714      840447
   242  0.5685E+05    -2341.3038    -2340.9730      0.6665  0.2116E+10  0.6181E-10  0.1417E-06      816648      840447      423714      915855
   243  0.5686E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.3371E-11  0.1417E-06      726882      915855      423714      840447
   244  0.5687E+05    -2341.3038    -2340.9730      0.6665  0.2115E+10  0.1411E-08  0.1431E-06      816648      840447      423714      915855
   245  0.5690E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.1497E-10  0.1431E-06      726882      915855      423714      840447
   246  0.5692E+05    -2341.3038    -2340.9730      0.6665  0.2115E+10  0.4633E-10  0.1432E-06      816648      840447      423714      915855
   247  0.5694E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.4131E-11  0.1432E-06      726882      915855      423714      840447
   248  0.5695E+05    -2341.3038    -2340.9730      0.6665  0.2116E+10  0.5207E-10  0.1432E-06      816648      840447      423714      915855
   249  0.5696E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.1628E-10  0.1432E-06      726882      915855      423714      840447
   250  0.5697E+05    -2341.3038    -2340.9730      0.6665  0.2116E+10  0.1989E-10  0.1433E-06      816648      840447      423714      915855
   251  0.5699E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.4709E-12  0.1433E-06      726882      915855      423714      840447
   252  0.5700E+05    -2341.3038    -2340.9730      0.6665  0.2116E+10  0.9676E-10  0.1434E-06      816648      840447      423714      915855
   253  0.5701E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.9838E-11  0.1434E-06      726882      915855      423714      840447
   254  0.5702E+05    -2341.3038    -2340.9730      0.6665  0.2116E+10  0.1037E-09  0.1435E-06      816648      840447      423714      915855
   255  0.5703E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.1095E-11  0.1435E-06      726882      915855      423714      840447
   256  0.5704E+05    -2341.3038    -2340.9730      0.6665  0.2115E+10  0.9658E-09  0.1444E-06      816648      840447      423714      915855
   257  0.5705E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.1036E-10  0.1445E-06      726882      915855      423714      840447
   258  0.5706E+05    -2341.3038    -2340.9730      0.6665  0.2115E+10  0.7089E-09  0.1452E-06      816648      840447      423714      915855
   259  0.5707E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.1950E-10  0.1452E-06      726882      915855      423714      840447
   260  0.5709E+05    -2341.3038    -2340.9730      0.6665  0.2116E+10  0.4614E-09  0.1456E-06      816648      840447      423714      915855
   261  0.5712E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.9129E-12  0.1456E-06      726882      915855      423714      840447
   262  0.5714E+05    -2341.3038    -2340.9730      0.6665  0.2116E+10  0.4763E-10  0.1457E-06      816648      840447      423714      915855
   263  0.5715E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.8159E-11  0.1457E-06      726882      915855      423714      840447
   264  0.5716E+05    -2341.3038    -2340.9730      0.6665  0.2116E+10  0.1139E-09  0.1458E-06      816648      840447      423714      915855
   265  0.5719E+05    -2340.9730    -2341.3038      0.3357  0.1329E+12  0.6694E-11  0.1458E-06      726882      915855      423714      840447
   266  0.5720E+05    -2341.3038    -2341.4435      0.9382  0.2115E+10  0.3606E-09  0.1462E-06      179540      450038      164110      991899
   267  0.5806E+05    -2341.4435    -2341.1400      0.7182  0.1017E+10  0.1051E-08  0.1472E-06      139477      294196      764925      882730
   268  0.5888E+05    -2341.1400    -2341.4435      0.4146  0.4918E+11  0.1677E-10  0.1472E-06      482582      882730      764925      294196
   269  0.5889E+05    -2341.4435    -2341.1400      0.7182  0.1017E+10  0.1275E-10  0.1473E-06      139477      294196      764925      882730
   270  0.5891E+05    -2341.1400    -2341.4435      0.4146  0.4918E+11  0.2843E-10  0.1473E-06      482582      882730      764925      294196
   271  0.5893E+05    -2341.4435    -2341.1400      0.7182  0.1017E+10  0.1391E-08  0.1487E-06      139477      294196      764925      882730
   272  0.5896E+05    -2341.1400    -2341.4435      0.4146  0.4918E+11  0.3199E-10  0.1487E-06      482582      882730      764925      294196
   273  0.5897E+05    -2341.4435    -2341.1400      0.7182  0.1017E+10  0.5717E-09  0.1493E-06      139477      294196      764925      882730
   274  0.5898E+05    -2341.1400    -2341.4435      0.4146  0.4918E+11  0.1566E-10  0.1493E-06      482582      882730      764925      294196
   275  0.5899E+05    -2341.4435    -2341.1400      0.7182  0.1017E+10  0.1794E-08  0.1511E-06      139477      294196      764925      882730
   276  0.5902E+05    -2341.1400    -2341.4435      0.4146  0.4918E+11  0.4371E-13  0.1511E-06      482582      882730      764925      294196
   277  0.5903E+05    -2341.4435    -2341.1400      0.7182  0.1017E+10  0.2756E-09  0.1514E-06      139477      294196      764925      882730
   278  0.5906E+05    -2341.1400    -2341.4435      0.4146  0.4918E+11  0.8870E-12  0.1514E-06      482582      882730      764925      294196
   279  0.5908E+05    -2341.4435    -2341.1400      0.7182  0.1017E+10  0.4055E-09  0.1518E-06      139477      294196      764925      882730
   280  0.5910E+05    -2341.1400    -2341.4435      0.4146  0.4918E+11  0.3415E-10  0.1518E-06      482582      882730      764925      294196
   281  0.5911E+05    -2341.4435    -2341.1400      0.7182  0.1017E+10  0.1796E-09  0.1520E-06      139477      294196      764925      882730
   282  0.5912E+05    -2341.1400    -2341.4435      0.4146  0.4918E+11  0.3990E-12  0.1520E-06      482582      882730      764925      294196
   283  0.5914E+05    -2341.4435    -2341.1400      0.7182  0.1017E+10  0.3199E-09  0.1523E-06      139477      294196      764925      882730
   284  0.5915E+05    -2341.1400    -2341.4435      0.4146  0.4918E+11  0.4772E-10  0.1524E-06      482582      882730      764925      294196
   285  0.5916E+05    -2341.4435    -2341.1400      0.7182  0.1017E+10  0.4957E-09  0.1529E-06      139477      294196      764925      882730
   286  0.5917E+05    -2341.1400    -2341.4435      0.4146  0.4918E+11  0.2118E-10  0.1529E-06      482582      882730      764925      294196
   287  0.5918E+05    -2341.4435    -2341.1400      0.7182  0.1017E+10  0.6852E-10  0.1529E-06      139477      294196      764925      882730
   288  0.5919E+05    -2341.1400    -2341.4435      0.4146  0.4918E+11  0.8265E-11  0.1529E-06      482582      882730      764925      294196
   289  0.5920E+05    -2341.4435    -2341.3218      1.0434  0.1017E+10  0.3271E-09  0.1533E-06      963534     1023672      411362      161023
   290  0.5989E+05    -2341.3218    -2341.0950      0.8257  0.5393E+09  0.1933E-08  0.1552E-06      844604      249806       10513     1124077
   291  0.6056E+05    -2341.0950    -2341.3218      0.5989  0.5943E+10  0.2427E-10  0.1552E-06      674132     1124077       10513      249806
   292  0.6057E+05    -2341.3218    -2341.3557      0.8812  0.5395E+09  0.1057E-08  0.1563E-06      602731      950210      399003       30168
   293  0.6125E+05    -2341.3557    -2341.3158      0.8525  0.1266E+10  0.4081E-09  0.1567E-06      873746      118995      443813     1098802
   294  0.6223E+05    -2341.3158    -2341.7874      0.6285  0.3984E+10  0.3703E-09  0.1571E-06     1024272      167366      803871      135025
   295  0.6279E+05    -2341.7874    -2341.3158      1.1002  0.1120E+09  0.4183E-08  0.1613E-06      540373      135025      803871      167366
   296  0.6280E+05    -2341.3158    -2341.7875      0.6285  0.3979E+10  0.4719E-10  0.1613E-06     1024272      167366      803871      135025
   297  0.6282E+05    -2341.7875    -2341.8225      1.0268  0.1119E+09  0.8153E-08  0.1695E-06      197189      678389       56794      689077
   298  0.6367E+05    -2341.8225    -2341.9424      0.8328  0.3606E+09  0.5479E-08  0.1749E-06     1171711     1200229     1127775     1082677
   299  0.6446E+05    -2341.9424    -2341.9281      1.0099  0.1296E+10  0.1204E-08  0.1761E-06      732935      394904      514340      777221
   300  0.6575E+05    -2341.9281    -2341.5899      0.7646  0.8371E+09  0.1279E-08  0.1774E-06       11349      769076      552758      444325
   301  0.6655E+05    -2341.5899    -2341.9281      0.4265  0.4180E+11  0.9534E-11  0.1774E-06      689485      444325      865315      769076
   302  0.6656E+05    -2341.9281    -2341.9047      0.9890  0.8105E+09  0.3778E-08  0.1812E-06      818162      777221      331943      246402
   303  0.6717E+05    -2341.9047    -2341.7519      0.7048  0.1426E+10  0.2599E-10  0.1812E-06      967483      803463      166249      764357
   304  0.6805E+05    -2341.7519    -2341.9047      0.5520  0.8954E+10  0.2320E-10  0.1812E-06      128369      764357      166249      803463
   305  0.6805E+05    -2341.9047    -2341.7519      0.7048  0.1426E+10  0.5973E-10  0.1813E-06      967483      803463      166249      764357
   306  0.6806E+05    -2341.7519    -2341.9047      0.5520  0.8953E+10  0.6591E-11  0.1813E-06      128369      764357      166249      803463
   307  0.6807E+05    -2341.9047    -2341.7519      0.7048  0.1426E+10  0.7518E-09  0.1821E-06      967483      803463      166249      764357
   308  0.6808E+05    -2341.7519    -2341.9047      0.5520  0.8954E+10  0.8443E-10  0.1822E-06      128369      764357      166249      803463
   309  0.6809E+05    -2341.9047    -2341.7519      0.7048  0.1426E+10  0.1214E-08  0.1834E-06      967483      803463      166249      764357
   310  0.6810E+05    -2341.7519    -2341.9047      0.5520  0.8953E+10  0.5451E-09  0.1839E-06      128369      764357      166249      803463
   311  0.6811E+05    -2341.9047    -2341.7519      0.7048  0.1426E+10  0.3531E-09  0.1843E-06      967483      803463      166249      764357
   312  0.6812E+05    -2341.7519    -2341.9047      0.5520  0.8954E+10  0.8761E-11  0.1843E-06      128369      764357      166249      803463
   313  0.6813E+05    -2341.9047    -2341.7519      0.7048  0.1426E+10  0.2112E-10  0.1843E-06      967483      803463      166249      764357
   314  0.6814E+05    -2341.7519    -2341.9047      0.5520  0.8954E+10  0.8058E-10  0.1844E-06      128369      764357      166249      803463
   315  0.6815E+05    -2341.9047    -2341.6958      0.8476  0.1426E+10  0.8833E-09  0.1853E-06      409320      356209       36794      613217
   316  0.6886E+05    -2341.6958    -2341.7669      0.6557  0.6053E+10  0.2823E-09  0.1855E-06      658960      843285      706142      882213
   317  0.6951E+05    -2341.7669    -2341.9256      0.5310  0.1477E+11  0.4020E-10  0.1856E-06     1208844     1290906     1249434      436370
   318  0.7128E+05    -2341.9256    -2341.8444      0.6900  0.3085E+10  0.2680E-10  0.1856E-06      483308       44645      367478     1290906
   319  0.7202E+05    -2341.8444    -2342.0188      0.6076  0.1417E+11  0.4435E-10  0.1857E-06     1149243      418447      334914      477639
   320  0.7262E+05    -2342.0188    -2342.1392      0.5277  0.1218E+11  0.3363E-10  0.1857E-06     1094910     1179979     1216474      932275
   321  0.7348E+05    -2342.1392    -2342.0188      0.6481  0.3218E+10  0.1032E-09  0.1858E-06      990840      932275     1216474     1179979
   322  0.7359E+05    -2342.0188    -2342.0011      0.8035  0.1226E+11  0.2435E-10  0.1858E-06      594375      674019      542663      447039
   323  0.7414E+05    -2342.0011    -2342.0739      0.8649  0.1253E+10  0.1217E-08  0.1870E-06     1101281      473606     1195599      613720
   324  0.7479E+05    -2342.0739    -2342.0164      0.6864  0.1851E+10  0.1405E-08  0.1884E-06      336396     1284095      852286      240675
   325  0.7540E+05    -2342.0164    -2342.0739      0.6289  0.6434E+10  0.1369E-09  0.1886E-06      787219      240675      852286     1284095
   326  0.7542E+05    -2342.0739    -2342.0164      0.6864  0.1851E+10  0.1853E-09  0.1888E-06      336396     1284095      852286      240675
   327  0.7552E+05    -2342.0164    -2342.0739      0.6289  0.6462E+10  0.5204E-10  0.1888E-06      787219      240675      852286     1284095
   328  0.7553E+05    -2342.0739    -2342.0164      0.6864  0.1850E+10  0.1573E-09  0.1890E-06      336396     1284095      852286      240675
   329  0.7564E+05    -2342.0164    -2342.0739      0.6289  0.6462E+10  0.7851E-10  0.1890E-06      787219      240675      852286     1284095
   330  0.7565E+05    -2342.0739    -2342.0164      0.6864  0.1850E+10  0.1230E-08  0.1903E-06      336396     1284095      852286      240675
   331  0.7575E+05    -2342.0164    -2342.0365      0.7530  0.6462E+10  0.2037E-09  0.1905E-06      911045      561739      295456      826153
   332  0.7633E+05    -2342.0365    -2342.0164      0.7731  0.1514E+10  0.6016E-09  0.1911E-06     1127181      826153      295456      561739
   333  0.7644E+05    -2342.0164    -2342.0738      0.6293  0.6447E+10  0.6641E-11  0.1911E-06      787219      240675      852286     1284095
   334  0.7645E+05    -2342.0738    -2342.0164      0.6867  0.1845E+10  0.1075E-08  0.1922E-06      336396     1284095      852286      240675
   335  0.7655E+05    -2342.0164    -2342.2826      0.6370  0.6447E+10  0.2919E-10  0.1922E-06      329985      780228      860035      462523
   336  0.7790E+05    -2342.2826    -2342.3499      0.8993  0.3569E+09  0.7143E-09  0.1929E-06      907416      924002      456804      868833
   337  0.7868E+05    -2342.3499    -2342.2062      0.5740  0.7152E+10  0.3296E-09  0.1932E-06     1085282      479716     1028728      713114
   338  0.7957E+05    -2342.2062    -2342.3499      0.4302  0.6085E+11  0.1841E-10  0.1933E-06      655900      713114     1028728      479716
   339  0.7968E+05    -2342.3499    -2342.2062      0.5740  0.7154E+10  0.1463E-09  0.1934E-06     1085282      479716     1028728      713114
   340  0.7969E+05    -2342.2062    -2342.3500      0.4302  0.6083E+11  0.3474E-10  0.1934E-06      655900      713114     1028728      479716
   341  0.7980E+05    -2342.3500    -2342.2062      0.5740  0.7150E+10  0.1577E-10  0.1935E-06     1085282      479716     1028728      713114
   342  0.7981E+05    -2342.2062    -2342.3500      0.4302  0.6083E+11  0.3534E-10  0.1935E-06      655900      713114     1028728      479716
   343  0.7994E+05    -2342.3500    -2342.2062      0.5740  0.7151E+10  0.7084E-11  0.1935E-06     1085282      479716     1028728      713114
   344  0.7996E+05    -2342.2062    -2342.3500      0.4302  0.6083E+11  0.4379E-11  0.1935E-06      655900      713114     1028728      479716
   345  0.8007E+05    -2342.3500    -2342.2062      0.5740  0.7151E+10  0.1603E-11  0.1935E-06     1085282      479716     1028728      713114
   346  0.8008E+05    -2342.2062    -2342.3500      0.4302  0.6083E+11  0.8890E-12  0.1935E-06      655900      713114     1028728      479716
   347  0.8019E+05    -2342.3500    -2342.2062      0.5740  0.7149E+10  0.6778E-09  0.1942E-06     1085282      479716     1028728      713114
   348  0.8020E+05    -2342.2062    -2342.2056      0.4818  0.6083E+11  0.1532E-10  0.1942E-06      440871      483063       86849      702272
   349  0.8172E+05    -2342.2056    -2342.2118      0.4807  0.4073E+11  0.4425E-12  0.1942E-06      129085     1068507      201431      745107
   350  0.8233E+05    -2342.2118    -2342.2055      0.4869  0.5329E+11  0.1031E-10  0.1942E-06      952753      728946      606642      979081
   351  0.8245E+05    -2342.2055    -2342.2117      0.4807  0.2061E+11  0.6332E-11  0.1942E-06      458892     1068507      201431      824738
   352  0.8246E+05    -2342.2117    -2342.2055      0.4869  0.5258E+11  0.6306E-10  0.1943E-06      952753      728946      606642      979081
   353  0.8257E+05    -2342.2055    -2342.2117      0.4807  0.2064E+11  0.3301E-10  0.1943E-06      458892     1068507      201431      824738
   354  0.8260E+05    -2342.2117    -2342.2055      0.4869  0.5258E+11  0.2995E-11  0.1943E-06      952753      728946      606642      979081
   355  0.8261E+05    -2342.2055    -2342.2118      0.4807  0.2064E+11  0.8042E-11  0.1943E-06      458892     1068507      201431      824738
   356  0.8262E+05    -2342.2118    -2342.5032      0.7664  0.5254E+11  0.2525E-10  0.1943E-06      661147      230461      798903      744143
   357  0.8395E+05    -2342.5032    -2342.6041      0.4343  0.3726E+11  0.2921E-11  0.1943E-06      290861      386639     1010215      738538
   358  0.8492E+05    -2342.6041    -2342.5032      0.5352  0.1558E+11  0.1678E-09  0.1945E-06       41609      738538     1010215      386639
   359  0.8492E+05    -2342.5032    -2342.6041      0.4343  0.3725E+11  0.5248E-11  0.1945E-06      290861      386639     1010215      738538
   360  0.8503E+05    -2342.6041    -2342.5032      0.5352  0.1558E+11  0.3838E-11  0.1945E-06       41609      738538     1010215      386639
   361  0.8503E+05    -2342.5032    -2342.6041      0.4343  0.3725E+11  0.4125E-11  0.1945E-06      290861      386639     1010215      738538
   362  0.8514E+05    -2342.6041    -2342.5032      0.5352  0.1558E+11  0.1853E-10  0.1945E-06       41609      738538     1010215      386639
   363  0.8514E+05    -2342.5032    -2342.6041      0.4343  0.3725E+11  0.4321E-11  0.1945E-06      290861      386639     1010215      738538
   364  0.8525E+05    -2342.6041    -2342.5032      0.5352  0.1558E+11  0.1252E-09  0.1947E-06       41609      738538     1010215      386639
   365  0.8527E+05    -2342.5032    -2342.6041      0.4343  0.3725E+11  0.1614E-10  0.1947E-06      290861      386639     1010215      738538
   366  0.8537E+05    -2342.6041    -2342.5032      0.5352  0.1558E+11  0.8186E-10  0.1948E-06       41609      738538     1010215      386639
   367  0.8538E+05    -2342.5032    -2342.6041      0.4343  0.3725E+11  0.1760E-10  0.1948E-06      290861      386639     1010215      738538
   368  0.8548E+05    -2342.6041    -2342.3858      0.5861  0.1558E+11  0.2012E-10  0.1948E-06       25256      209636       13379      901410
   369  0.8627E+05    -2342.3858    -2342.6041      0.3678  0.8887E+11  0.6222E-11  0.1948E-06      683034      901410       13379      209636
   370  0.8637E+05    -2342.6041    -2342.3858      0.5861  0.1560E+11  0.1231E-09  0.1949E-06       25256      209636       13379      901410
   371  0.8639E+05    -2342.3858    -2342.6041      0.3678  0.8887E+11  0.2846E-11  0.1949E-06      683034      901410       13379      209636
   372  0.8649E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.1388E-10  0.1950E-06       41609      738538     1010215      386639
   373  0.8651E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.7935E-11  0.1950E-06      290861      386639      516834      738538
   374  0.8661E+05    -2342.6041    -2342.3858      0.5861  0.1560E+11  0.3292E-10  0.1950E-06       25256      209636       13379      901410
   375  0.8662E+05    -2342.3858    -2342.6041      0.3678  0.8887E+11  0.8204E-11  0.1950E-06      683034      901410       13379      209636
   376  0.8673E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.2556E-10  0.1950E-06       41609      738538     1010215      386639
   377  0.8674E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.5403E-11  0.1950E-06      290861      386639      516834      738538
   378  0.8685E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.5447E-10  0.1951E-06       41609      738538      516834      386639
   379  0.8686E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.3414E-11  0.1951E-06      290861      386639      516834      738538
   380  0.8697E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.1247E-09  0.1952E-06       41609      738538      516834      386639
   381  0.8698E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.2538E-10  0.1952E-06      290861      386639      516834      738538
   382  0.8709E+05    -2342.6041    -2342.3858      0.5862  0.1560E+11  0.1193E-10  0.1953E-06       25256      209636       13379      901410
   383  0.8710E+05    -2342.3858    -2342.6041      0.3678  0.8887E+11  0.7661E-11  0.1953E-06      683034      901410       13379      209636
   384  0.8721E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.6539E-11  0.1953E-06       41609      738538     1010215      386639
   385  0.8722E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.1394E-10  0.1953E-06      290861      386639      516834      738538
   386  0.8733E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.4077E-13  0.1953E-06       41609      738538      516834      386639
   387  0.8734E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.3210E-10  0.1953E-06      290861      386639      516834      738538
   388  0.8747E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.1044E-10  0.1953E-06       41609      738538      516834      386639
   389  0.8748E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.2287E-10  0.1953E-06      290861      386639      516834      738538
   390  0.8759E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.7186E-10  0.1954E-06       41609      738538      516834      386639
   391  0.8761E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.1187E-10  0.1954E-06      290861      386639      516834      738538
   392  0.8772E+05    -2342.6041    -2342.3326      0.8780  0.1560E+11  0.3999E-10  0.1955E-06     1242945      410709      132199      670671
   393  0.8835E+05    -2342.3326    -2342.6041      0.6064  0.4206E+10  0.9949E-10  0.1956E-06      460456      670671      132199      410709
   394  0.8849E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.3663E-10  0.1956E-06       41609      738538     1010215      386639
   395  0.8849E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.2200E-10  0.1956E-06      290861      386639      516834      738538
   396  0.8861E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.1787E-10  0.1956E-06       41609      738538      516834      386639
   397  0.8861E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.5212E-10  0.1957E-06      290861      386639      516834      738538
   398  0.8873E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.2258E-10  0.1957E-06       41609      738538      516834      386639
   399  0.8874E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.1688E-10  0.1957E-06      290861      386639      516834      738538
   400  0.8886E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.2873E-10  0.1958E-06       41609      738538      516834      386639
   401  0.8887E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.6246E-11  0.1958E-06      290861      386639      516834      738538
   402  0.8898E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.1551E-11  0.1958E-06       41609      738538      516834      386639
   403  0.8899E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.2935E-10  0.1958E-06      290861      386639      516834      738538
   404  0.8912E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.7137E-11  0.1958E-06       41609      738538      516834      386639
   405  0.8913E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.4946E-10  0.1959E-06      290861      386639      516834      738538
   406  0.8924E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.1859E-10  0.1959E-06       41609      738538      516834      386639
   407  0.8925E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.1345E-10  0.1959E-06      290861      386639      516834      738538
   408  0.8936E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.5010E-11  0.1959E-06       41609      738538      516834      386639
   409  0.8938E+05    -2342.5032    -2342.6041      0.4341  0.3735E+11  0.1949E-10  0.1959E-06      290861      386639      516834      738538
   410  0.8949E+05    -2342.6041    -2342.5032      0.5351  0.1560E+11  0.1378E-09  0.1961E-06       41609      738538      516834      386639
